Timestamp, Orientation x, Orientation y, Orientation z, Orientation w, Acceleration x, Acceleration y, Acceleration z, Rotation x, Rotation y, Rotation z, EMG 0, EMG 1, EMG 2, EMG 3, EMG 4, EMG 5, EMG 6, EMG 7
0,0.9547745649015871,-0.26062317395936885,0.07149699125085383,-0.12397286660557995,-0.43855610209099527,-0.3553794028996773,-0.8153891837466402,-0.578391879977127,-0.25352554384125797,-1.1213657883874926,0,0,0,0,0,0,0,0
7558,0.956966439400925,-0.2552103714101705,0.06929752792357936,-0.11950210378348808,-0.4199517759394976,-0.3574628868738522,-0.8079385044324542,-0.5774028412841593,-0.2587977674479168,-1.1262963442418186,0,0,0,0,0,0,0,0
30990,0.9593265461603024,-0.24943536380627718,0.06673255251208933,-0.1141111017832908,-0.41875459058022313,-0.35095778857329896,-0.8013270948084263,-0.5719308492025801,-0.2714422276007547,-1.1346547354306258,0,0,0,0,0,0,0,0
45008,0.9617532410697718,-0.2432604662658001,0.06396533766853008,-0.10845959810402109,-0.42152861230733646,-0.34909022276891366,-0.8037835157784563,-0.5687319417337972,-0.27846920124055696,-1.138309055941171,0,0,0,0,0,0,0,0
68833,0.9642057442028188,-0.23624534171833061,0.06107325484431164,-0.10375682582557845,-0.4247996723402122,-0.35904338343662523,-0.818491975633401,-0.5668823626396395,-0.28155878063830053,-1.1347468991599399,0,0,0,0,0,0,0,0
69637,0.9642057442028188,-0.23624534171833061,0.06107325484431164,-0.10375682582557845,-0.4247996723402122,-0.35904338343662523,-0.818491975633401,-0.5668823626396395,-0.28155878063830053,-1.1347468991599399,0.02695871946082561,0.030328559393428812,0.03201347935973041,0.02358887952822241,0.02948609941027801,0.04380791912384162,0.04380791912384162,0.04212299915754002
91438,0.9664373184966719,-0.22940720962197858,0.058317054881075775,-0.09985170354289238,-0.4147678839622624,-0.3617391840095493,-0.8150943323904423,-0.5729905042040062,-0.27213708763062194,-1.1264982480019485,0.02695871946082561,0.030328559393428812,0.03201347935973041,0.02358887952822241,0.02948609941027801,0.04380791912384162,0.04380791912384162,0.04212299915754002
92140,0.9664373184966719,-0.22940720962197858,0.058317054881075775,-0.09985170354289238,-0.4147678839622624,-0.3617391840095493,-0.8150943323904423,-0.5729905042040062,-0.27213708763062194,-1.1264982480019485,0.02611625947767481,0.02780117944397641,0.030328559393428812,0.02611625947767481,0.03706823925863521,0.04970513900589722,0.04465037910699242,0.037910699241786014
104986,0.9685973634687837,-0.22286003938321208,0.05534409756008413,-0.09533929511326317,-0.4012659218112435,-0.3545347102995525,-0.8001172905907644,-0.5753861879471291,-0.2716106477621874,-1.1265556911064274,0.02611625947767481,0.02780117944397641,0.030328559393428812,0.02611625947767481,0.03706823925863521,0.04970513900589722,0.04465037910699242,0.037910699241786014
113104,0.9685973634687837,-0.22286003938321208,0.05534409756008413,-0.09533929511326317,-0.4012659218112435,-0.3545347102995525,-0.8001172905907644,-0.5753861879471291,-0.2716106477621874,-1.1265556911064274,0.030328559393428812,0.02695871946082561,0.02695871946082561,0.030328559393428812,0.03622577927548441,0.06823925863521482,0.04970513900589722,0.03706823925863521
136317,0.9708153461619282,-0.21558788099560633,0.05179294573850744,-0.0914161911044629,-0.40287043111025395,-0.35443737339489206,-0.8067483093202493,-0.5768102811211373,-0.2759191193227618,-1.126011368052218,0.030328559393428812,0.02695871946082561,0.02695871946082561,0.030328559393428812,0.03622577927548441,0.06823925863521482,0.04970513900589722,0.03706823925863521
137137,0.9708153461619282,-0.21558788099560633,0.05179294573850744,-0.0914161911044629,-0.40287043111025395,-0.35443737339489206,-0.8067483093202493,-0.5768102811211373,-0.2759191193227618,-1.126011368052218,0.03369839932603201,0.02864363942712721,0.02948609941027801,0.03538331929233361,0.05812973883740522,0.08171861836562763,0.05307497893850042,0.039595619208087615
151322,0.9732536314090557,-0.20721771776329223,0.04831542188542785,-0.08662451386352178,-0.40312447130040696,-0.35522001759652155,-0.8063431857463903,-0.5622200792667362,-0.2937899783407401,-1.1291154133486456,0.03369839932603201,0.02864363942712721,0.02948609941027801,0.03538331929233361,0.05812973883740522,0.08171861836562763,0.05307497893850042,0.039595619208087615
152132,0.9732536314090557,-0.20721771776329223,0.04831542188542785,-0.08662451386352178,-0.40312447130040696,-0.35522001759652155,-0.8063431857463903,-0.5622200792667362,-0.2937899783407401,-1.1291154133486456,0.03538331929233361,0.02864363942712721,0.03201347935973041,0.03622577927548441,0.05897219882055602,0.08761583824768324,0.062342038753159225,0.039595619208087615
164991,0.9758017252309867,-0.19808251483029948,0.044748287303404355,-0.08106726304832387,-0.39791712111037714,-0.3560968903340302,-0.8057098490607222,-0.5520044715363465,-0.30646898278714524,-1.1324509335675115,0.03538331929233361,0.02864363942712721,0.03201347935973041,0.03622577927548441,0.05897219882055602,0.08761583824768324,0.062342038753159225,0.039595619208087615
173089,0.9758017252309867,-0.19808251483029948,0.044748287303404355,-0.08106726304832387,-0.39791712111037714,-0.3560968903340302,-0.8057098490607222,-0.5520044715363465,-0.30646898278714524,-1.1324509335675115,0.03622577927548441,0.031171019376579612,0.03201347935973041,0.04296545914069082,0.06402695871946082,0.08593091828138164,0.060657118786857624,0.038753159224936815
188787,0.9782682691780638,-0.18815488025686022,0.04098532695592376,-0.07687091471550278,-0.3918479595156411,-0.3533424118616412,-0.8053513105343298,-0.5549015418730636,-0.30158084223409914,-1.1159684677629194,0.03622577927548441,0.031171019376579612,0.03201347935973041,0.04296545914069082,0.06402695871946082,0.08593091828138164,0.060657118786857624,0.038753159224936815
189659,0.9782682691780638,-0.18815488025686022,0.04098532695592376,-0.07687091471550278,-0.3918479595156411,-0.3533424118616412,-0.8053513105343298,-0.5549015418730636,-0.30158084223409914,-1.1159684677629194,0.03706823925863521,0.031171019376579612,0.03369839932603201,0.051390058972198824,0.07750631844987363,0.08677337826453244,0.06402695871946082,0.04380791912384162
211322,0.980761503272158,-0.1765119925932474,0.038161332799741154,-0.07412221562423511,-0.3895051138549621,-0.34868327727164583,-0.8048704939389513,-0.5431762811239852,-0.29854495383487195,-1.0838652294329782,0.03706823925863521,0.031171019376579612,0.03369839932603201,0.051390058972198824,0.07750631844987363,0.08677337826453244,0.06402695871946082,0.04380791912384162
